dataset,paper_id,content_path,non_empty_extractions,non_empty_extractions_evaluable,grounded_extractions,sentence_grounded_count,paraphrased_evidence,missing_evidence,empty_evidence,evidence_not_found,non_empty_extractions_without_source_text
qwen3_8b_direct,paper2767,Data/paper2767/content.txt,8,8,1,2,0,0,0,7,0
qwen3_8b_direct,paper2779,Data/paper2779/content.txt,8,8,4,1,0,0,0,4,0
qwen3_8b_direct,paper278,Data/paper278/content.txt,8,8,2,6,0,0,0,6,0
qwen3_8b_direct,paper2788,Data/paper2788/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper2791,Data/paper2791/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper28,Data/paper28/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper2801,Data/paper2801/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper2812,Data/paper2812/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper2816,Data/paper2816/content.txt,4,4,4,0,0,0,0,0,0
qwen3_8b_direct,paper2832,Data/paper2832/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper2841,Data/paper2841/content.txt,5,5,0,3,0,0,0,5,0
qwen3_8b_direct,paper2847,Data/paper2847/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper285,Data/paper285/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper2860,Data/paper2860/content.txt,5,5,1,4,0,0,0,4,0
qwen3_8b_direct,paper2865,Data/paper2865/content.txt,8,8,2,3,0,0,0,6,0
qwen3_8b_direct,paper2867,Data/paper2867/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper2868,Data/paper2868/content.txt,8,8,5,3,0,0,0,3,0
qwen3_8b_direct,paper2873,Data/paper2873/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper2886,Data/paper2886/content.txt,8,8,0,3,0,0,0,8,0
qwen3_8b_direct,paper289,Data/paper289/content.txt,8,8,5,2,0,0,0,3,0
qwen3_8b_direct,paper2891,Data/paper2891/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper2892,Data/paper2892/content.txt,8,8,4,4,0,0,0,4,0
qwen3_8b_direct,paper2898,Data/paper2898/content.txt,8,8,0,7,0,0,0,8,0
qwen3_8b_direct,paper2901,Data/paper2901/content.txt,8,8,4,3,0,0,0,4,0
qwen3_8b_direct,paper2913,Data/paper2913/content.txt,8,8,2,6,0,0,0,6,0
qwen3_8b_direct,paper2914,Data/paper2914/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper2918,Data/paper2918/content.txt,8,8,5,3,0,0,0,3,0
qwen3_8b_direct,paper293,Data/paper293/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper2934,Data/paper2934/content.txt,8,8,1,4,0,0,0,7,0
qwen3_8b_direct,paper2948,Data/paper2948/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper2960,Data/paper2960/content.txt,8,8,1,5,0,0,0,7,0
qwen3_8b_direct,paper2961,Data/paper2961/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper2972,Data/paper2972/content.txt,8,8,0,1,0,0,0,8,0
qwen3_8b_direct,paper2982,Data/paper2982/content.txt,8,8,1,4,0,0,0,7,0
qwen3_8b_direct,paper2997,Data/paper2997/content.txt,8,8,3,4,0,0,0,5,0
qwen3_8b_direct,paper2999,Data/paper2999/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper300,Data/paper300/content.txt,8,8,3,4,0,0,0,5,0
qwen3_8b_direct,paper3015,Data/paper3015/content.txt,8,8,1,4,0,0,0,7,0
qwen3_8b_direct,paper3016,Data/paper3016/content.txt,8,8,2,3,0,0,0,6,0
qwen3_8b_direct,paper3052,Data/paper3052/content.txt,8,8,0,5,0,0,0,8,0
qwen3_8b_direct,paper3058,Data/paper3058/content.txt,8,8,1,5,0,0,0,7,0
qwen3_8b_direct,paper3071,Data/paper3071/content.txt,8,8,5,1,0,0,0,3,0
qwen3_8b_direct,paper3086,Data/paper3086/content.txt,8,8,0,2,0,0,0,8,0
qwen3_8b_direct,paper3092,Data/paper3092/content.txt,8,8,0,3,0,0,0,8,0
qwen3_8b_direct,paper3096,Data/paper3096/content.txt,8,8,0,4,0,0,0,8,0
qwen3_8b_direct,paper3098,Data/paper3098/content.txt,7,7,1,4,0,0,0,6,0
qwen3_8b_direct,paper3101,Data/paper3101/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper3107,Data/paper3107/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper3111,Data/paper3111/content.txt,8,8,5,3,0,0,0,3,0
qwen3_8b_direct,paper3117,Data/paper3117/content.txt,7,7,0,3,0,0,0,7,0
qwen3_8b_direct,paper3128,Data/paper3128/content.txt,8,8,1,3,0,0,0,7,0
qwen3_8b_direct,paper3130,Data/paper3130/content.txt,8,8,0,8,0,0,0,8,0
qwen3_8b_direct,paper3134,Data/paper3134/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper3152,Data/paper3152/content.txt,8,8,3,5,0,0,0,5,0
qwen3_8b_direct,paper3155,Data/paper3155/content.txt,8,8,1,3,0,0,0,7,0
qwen3_8b_direct,paper3157,Data/paper3157/content.txt,8,8,1,1,0,0,0,7,0
qwen3_8b_direct,paper3162,Data/paper3162/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper3189,Data/paper3189/content.txt,8,8,3,4,0,0,0,5,0
qwen3_8b_direct,paper3194,Data/paper3194/content.txt,8,8,1,5,0,0,0,7,0
qwen3_8b_direct,paper320,Data/paper320/content.txt,8,8,4,3,0,0,0,4,0
qwen3_8b_direct,paper3202,Data/paper3202/content.txt,8,8,4,1,0,0,0,4,0
qwen3_8b_direct,paper3205,Data/paper3205/content.txt,8,8,2,3,0,0,0,6,0
qwen3_8b_direct,paper3214,Data/paper3214/content.txt,8,8,3,4,0,0,0,5,0
qwen3_8b_direct,paper3216,Data/paper3216/content.txt,8,8,3,2,0,0,0,5,0
qwen3_8b_direct,paper322,Data/paper322/content.txt,8,8,2,3,2,0,0,4,0
qwen3_8b_direct,paper3229,Data/paper3229/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper3238,Data/paper3238/content.txt,8,8,3,4,0,0,0,5,0
qwen3_8b_direct,paper3249,Data/paper3249/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper325,Data/paper325/content.txt,8,8,5,2,0,0,0,3,0
qwen3_8b_direct,paper3258,Data/paper3258/content.txt,8,8,1,3,0,0,0,7,0
qwen3_8b_direct,paper326,Data/paper326/content.txt,8,8,2,1,0,0,0,6,0
qwen3_8b_direct,paper3273,Data/paper3273/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper3288,Data/paper3288/content.txt,8,8,3,5,0,0,0,5,0
qwen3_8b_direct,paper3293,Data/paper3293/content.txt,8,8,5,3,0,0,0,3,0
qwen3_8b_direct,paper3308,Data/paper3308/content.txt,8,8,1,7,0,0,0,7,0
qwen3_8b_direct,paper3313,Data/paper3313/content.txt,4,4,2,2,0,0,0,2,0
qwen3_8b_direct,paper3319,Data/paper3319/content.txt,8,8,0,1,0,0,0,8,0
qwen3_8b_direct,paper3328,Data/paper3328/content.txt,8,8,1,3,0,0,0,7,0
qwen3_8b_direct,paper3333,Data/paper3333/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper3340,Data/paper3340/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper3346,Data/paper3346/content.txt,2,2,2,0,0,0,0,0,0
qwen3_8b_direct,paper3351,Data/paper3351/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper3359,Data/paper3359/content.txt,8,8,3,4,0,0,0,5,0
qwen3_8b_direct,paper336,Data/paper336/content.txt,8,8,2,2,0,0,0,6,0
qwen3_8b_direct,paper337,Data/paper337/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper3379,Data/paper3379/content.txt,8,8,1,3,0,0,0,7,0
qwen3_8b_direct,paper3389,Data/paper3389/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper342,Data/paper342/content.txt,8,8,0,1,0,0,0,8,0
qwen3_8b_direct,paper347,Data/paper347/content.txt,8,8,1,0,0,0,0,7,0
qwen3_8b_direct,paper35,Data/paper35/content.txt,8,8,6,2,0,0,0,2,0
qwen3_8b_direct,paper350,Data/paper350/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper358,Data/paper358/content.txt,8,8,1,3,0,0,0,7,0
qwen3_8b_direct,paper379,Data/paper379/content.txt,7,7,3,2,0,0,0,4,0
qwen3_8b_direct,paper38,Data/paper38/content.txt,8,8,4,3,0,0,0,4,0
qwen3_8b_direct,paper382,Data/paper382/content.txt,7,7,3,1,0,0,0,4,0
qwen3_8b_direct,paper390,Data/paper390/content.txt,8,8,0,2,0,0,0,8,0
qwen3_8b_direct,paper398,Data/paper398/content.txt,8,8,5,2,0,0,0,3,0
qwen3_8b_direct,paper404,Data/paper404/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper425,Data/paper425/content.txt,8,8,4,2,0,0,0,4,0
qwen3_8b_direct,paper43,Data/paper43/content.txt,8,8,0,0,6,0,0,2,0
qwen3_8b_direct,paper431,Data/paper431/content.txt,7,7,0,3,0,0,0,7,0
qwen3_8b_direct,paper432,Data/paper432/content.txt,8,8,4,2,0,0,0,4,0
qwen3_8b_direct,paper447,Data/paper447/content.txt,8,8,1,1,0,0,0,7,0
qwen3_8b_direct,paper450,Data/paper450/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper451,Data/paper451/content.txt,8,8,2,1,0,0,0,6,0
qwen3_8b_direct,paper452,Data/paper452/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper459,Data/paper459/content.txt,7,7,3,3,0,0,0,4,0
qwen3_8b_direct,paper460,Data/paper460/content.txt,8,8,3,5,0,0,0,5,0
qwen3_8b_direct,paper463,Data/paper463/content.txt,7,7,0,3,0,0,0,7,0
qwen3_8b_direct,paper473,Data/paper473/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper475,Data/paper475/content.txt,8,8,1,5,0,0,0,7,0
qwen3_8b_direct,paper483,Data/paper483/content.txt,7,7,0,0,0,0,0,7,0
qwen3_8b_direct,paper498,Data/paper498/content.txt,8,8,0,3,0,0,0,8,0
qwen3_8b_direct,paper509,Data/paper509/content.txt,7,7,6,1,0,0,0,1,0
qwen3_8b_direct,paper510,Data/paper510/content.txt,8,8,1,2,0,0,0,7,0
qwen3_8b_direct,paper514,Data/paper514/content.txt,8,8,1,4,0,0,0,7,0
qwen3_8b_direct,paper519,Data/paper519/content.txt,8,8,5,3,0,0,0,3,0
qwen3_8b_direct,paper524,Data/paper524/content.txt,8,8,6,2,0,0,0,2,0
qwen3_8b_direct,paper528,Data/paper528/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper529,Data/paper529/content.txt,8,8,1,2,0,0,0,7,0
qwen3_8b_direct,paper530,Data/paper530/content.txt,8,8,0,3,0,0,0,8,0
qwen3_8b_direct,paper534,Data/paper534/content.txt,8,8,1,4,0,0,0,7,0
qwen3_8b_direct,paper54,Data/paper54/content.txt,5,5,5,0,0,0,0,0,0
qwen3_8b_direct,paper555,Data/paper555/content.txt,8,8,1,2,0,0,0,7,0
qwen3_8b_direct,paper556,Data/paper556/content.txt,8,8,5,2,0,0,0,3,0
qwen3_8b_direct,paper568,Data/paper568/content.txt,8,8,1,5,0,0,0,7,0
qwen3_8b_direct,paper569,Data/paper569/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper575,Data/paper575/content.txt,8,8,2,3,0,0,0,6,0
qwen3_8b_direct,paper576,Data/paper576/content.txt,8,8,0,1,0,0,0,8,0
qwen3_8b_direct,paper583,Data/paper583/content.txt,8,8,0,0,4,0,0,4,0
qwen3_8b_direct,paper584,Data/paper584/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper590,Data/paper590/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper6,Data/paper6/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper609,Data/paper609/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper63,Data/paper63/content.txt,8,8,0,0,2,0,0,6,0
qwen3_8b_direct,paper630,Data/paper630/content.txt,8,8,3,2,0,0,0,5,0
qwen3_8b_direct,paper637,Data/paper637/content.txt,8,8,4,4,0,0,0,4,0
qwen3_8b_direct,paper64,Data/paper64/content.txt,8,8,3,3,0,0,0,5,0
qwen3_8b_direct,paper658,Data/paper658/content.txt,8,8,1,3,0,0,0,7,0
qwen3_8b_direct,paper659,Data/paper659/content.txt,8,8,1,2,0,0,0,7,0
qwen3_8b_direct,paper671,Data/paper671/content.txt,7,7,2,5,0,0,0,5,0
qwen3_8b_direct,paper68,Data/paper68/content.txt,8,8,0,2,0,0,0,8,0
qwen3_8b_direct,paper697,Data/paper697/content.txt,8,8,3,5,0,0,0,5,0
qwen3_8b_direct,paper699,Data/paper699/content.txt,8,8,3,2,0,0,0,5,0
qwen3_8b_direct,paper7,Data/paper7/content.txt,8,8,4,3,0,0,0,4,0
qwen3_8b_direct,paper705,Data/paper705/content.txt,8,8,4,3,0,0,0,4,0
qwen3_8b_direct,paper708,Data/paper708/content.txt,8,8,5,3,0,0,0,3,0
qwen3_8b_direct,paper710,Data/paper710/content.txt,7,7,3,4,0,0,0,4,0
qwen3_8b_direct,paper72,Data/paper72/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper724,Data/paper724/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper726,Data/paper726/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper731,Data/paper731/content.txt,8,8,2,3,0,0,0,6,0
qwen3_8b_direct,paper75,Data/paper75/content.txt,8,8,1,7,0,0,0,7,0
qwen3_8b_direct,paper755,Data/paper755/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper761,Data/paper761/content.txt,8,8,1,5,0,0,0,7,0
qwen3_8b_direct,paper764,Data/paper764/content.txt,8,8,3,5,0,0,0,5,0
qwen3_8b_direct,paper768,Data/paper768/content.txt,8,8,4,4,0,0,0,4,0
qwen3_8b_direct,paper769,Data/paper769/content.txt,8,8,3,0,0,0,0,5,0
qwen3_8b_direct,paper770,Data/paper770/content.txt,8,8,2,6,0,0,0,6,0
qwen3_8b_direct,paper773,Data/paper773/content.txt,8,8,0,0,5,0,0,3,0
qwen3_8b_direct,paper780,Data/paper780/content.txt,8,8,5,3,0,0,0,3,0
qwen3_8b_direct,paper785,Data/paper785/content.txt,8,8,1,4,0,0,0,7,0
qwen3_8b_direct,paper789,Data/paper789/content.txt,8,8,0,6,0,0,0,8,0
qwen3_8b_direct,paper793,Data/paper793/content.txt,8,8,0,1,8,0,0,0,0
qwen3_8b_direct,paper8,Data/paper8/content.txt,8,8,1,6,0,0,0,7,0
qwen3_8b_direct,paper812,Data/paper812/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper814,Data/paper814/content.txt,8,8,0,3,0,0,0,8,0
qwen3_8b_direct,paper819,Data/paper819/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper823,Data/paper823/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper825,Data/paper825/content.txt,8,8,0,5,0,0,0,8,0
qwen3_8b_direct,paper829,Data/paper829/content.txt,8,8,5,2,0,0,0,3,0
qwen3_8b_direct,paper833,Data/paper833/content.txt,8,8,3,5,0,0,0,5,0
qwen3_8b_direct,paper836,Data/paper836/content.txt,7,7,5,1,0,0,0,2,0
qwen3_8b_direct,paper837,Data/paper837/content.txt,8,8,1,6,0,0,0,7,0
qwen3_8b_direct,paper854,Data/paper854/content.txt,8,8,1,5,0,0,0,7,0
qwen3_8b_direct,paper859,Data/paper859/content.txt,8,8,4,3,0,0,0,4,0
qwen3_8b_direct,paper863,Data/paper863/content.txt,8,8,3,5,0,0,0,5,0
qwen3_8b_direct,paper875,Data/paper875/content.txt,8,8,3,4,0,0,0,5,0
qwen3_8b_direct,paper876,Data/paper876/content.txt,8,8,5,2,0,0,0,3,0
qwen3_8b_direct,paper878,Data/paper878/content.txt,7,7,5,2,0,0,0,2,0
qwen3_8b_direct,paper883,Data/paper883/content.txt,8,8,6,1,0,0,0,2,0
qwen3_8b_direct,paper884,Data/paper884/content.txt,8,8,3,5,0,0,0,5,0
qwen3_8b_direct,paper890,Data/paper890/content.txt,8,8,0,1,0,0,0,8,0
qwen3_8b_direct,paper891,Data/paper891/content.txt,8,8,2,6,0,0,0,6,0
qwen3_8b_direct,paper894,Data/paper894/content.txt,8,8,2,6,0,0,0,6,0
qwen3_8b_direct,paper897,Data/paper897/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper9,Data/paper9/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper926,Data/paper926/content.txt,8,8,0,8,0,0,0,8,0
qwen3_8b_direct,paper93,Data/paper93/content.txt,8,8,0,0,5,0,0,3,0
qwen3_8b_direct,paper930,Data/paper930/content.txt,8,8,3,5,0,0,0,5,0
qwen3_8b_direct,paper94,Data/paper94/content.txt,8,8,4,1,0,0,0,4,0
qwen3_8b_direct,paper95,Data/paper95/content.txt,7,7,0,0,4,0,0,3,0
qwen3_8b_direct,paper952,Data/paper952/content.txt,7,7,2,1,0,0,0,5,0
qwen3_8b_direct,paper956,Data/paper956/content.txt,8,8,4,2,0,0,0,4,0
qwen3_8b_direct,paper962,Data/paper962/content.txt,7,7,3,2,0,0,0,4,0
qwen3_8b_direct,paper964,Data/paper964/content.txt,8,8,6,2,0,0,0,2,0
qwen3_8b_direct,paper966,Data/paper966/content.txt,8,8,5,1,0,0,0,3,0
qwen3_8b_direct,paper969,Data/paper969/content.txt,8,8,6,1,0,0,0,2,0
qwen3_8b_direct,paper97,Data/paper97/content.txt,1,1,1,0,0,0,0,0,0
qwen3_8b_direct,paper972,Data/paper972/content.txt,8,8,4,4,0,0,0,4,0
qwen3_8b_direct,paper977,Data/paper977/content.txt,8,8,7,1,0,0,0,1,0
qwen3_8b_direct,paper978,Data/paper978/content.txt,8,8,2,6,0,0,0,6,0
qwen3_8b_direct,paper980,Data/paper980/content.txt,8,8,6,2,0,0,0,2,0
qwen3_8b_direct,paper988,Data/paper988/content.txt,8,8,0,0,4,0,0,4,0
qwen3_8b_direct,paper990,Data/paper990/content.txt,8,8,3,3,0,0,0,5,0
qwen3_8b_direct,paper993,Data/paper993/content.txt,8,8,5,2,0,0,0,3,0
