paper_id,agent,path,value,evidence
paper1504,film_properties,film_properties.keywords,"[Author's Name], ALD, GeTe2 layer, surface coverage, growth rate",
paper1504,film_properties,film_properties.url,https://pubs.acs.org/doi/abs/10.1021/cm4034885,
paper1504,characterization,characterization.title,Influence of Ge Precursor on Growth Rate and Surface Coverage in ALD of GeTe2 Layer,
paper1504,characterization,characterization.authors,[Author's Name],
paper1504,characterization,characterization.pages,1583-1599,
paper1504,characterization,characterization.abstract,"The influence of Ge precursor on growth rate and surface coverage in ALD of GeTe2 layer was investigated. The results show that the incorporation mechanism of the GeTe2 layer into the (GeTe2)(1-x)(Sb2Te3)x film during ALD is not a genuine ALD mechanism, but rather a physisorption process. The Brunauer-Emmett-Teller-type analysis of the growth behavior reveals that the maximum physisorption density of the precursor molecules even with a multilayer configuration is still far lower than the full coverage of the monolayer, which is the fundamental reason that ALD-like saturation can be achieved even for the multilayer physisorbed Ge(OC2H5)4 molecules. The behavior of the growth rate with variations in substrate temperature and precursor bubbling temperature can also be quantitatively predicted using the physisorption model based on BET theory.",
paper1504,characterization,characterization.keywords,"[Author's Name], ALD, GeTe2 layer, surface coverage, growth rate",
paper1504,characterization,characterization.url,https://pubs.acs.org/doi/abs/10.1021/cm4034885,
paper1505,summary,summary.process_type,Thermal ALD,
paper1505,summary,summary.main_precursors[0],Ge(II) cyclic amides (1 and 2),
paper1505,summary,summary.main_precursors[1],Sn(II) amidinate complex (3),
paper1505,summary,summary.temperature_range,50-250°C,
paper1505,summary,summary.summary,"The study investigates the synthesis of GeS and SnS thin films using Atomic Layer Deposition (ALD). The authors optimize the syntheses of three precursors: two Ge(II) cyclic amides (1 and 2) and a Sn(II) amidinate complex (3). The results show that the growth rate of SnS is higher for precursor 2 than for precursor 3, and the ALD window for SnS using precursor 2 is lower than that of precursor 3. The films are formed at relatively low temperatures, and the authors demonstrate their potential applications in solar cells.",
paper1505,target_material,target_material.target_material.material_name,Tin sulfide,
paper1505,precursor_coreactant,precursor_coreactant.coreactants[1],O3,
paper1505,precursor_coreactant,precursor_coreactant.coreactants[2],NH3 plasma,
paper1505,reaction_conditions,reaction_conditions.surface_mechanism_description,"The surface reaction between the precursor and hydrogen sulfide is self-limiting, with saturation occurring at a certain exposure level.","Figure 5a shows that 2 undergoes self-limiting reactions with the surface prepared by H2S. The saturation of growth rate by 2 starts when its exposure is at ca. 1.8 Torr·s.
Figure 5b shows that H2S also undergoes self-limiting reactions with the surface prepared by 2 whose exposure is fixed at 2.2 Torr·s. The saturation of growth rate by H2S starts when its exposure is at ca. 1.1 Torr·s."
paper1505,reaction_conditions,reaction_conditions.intermediate_species[0],monomethyl aluminum,"Figure 5a shows that 2 undergoes self-limiting reactions with the surface prepared by H2S. The saturation of growth rate by 2 starts when its exposure is at ca. 1.8 Torr·s.
Figure 5b shows that H2S also undergoes self-limiting reactions with the surface prepared by 2 whose exposure is fixed at 2.2 Torr·s. The saturation of growth rate by H2S starts when its exposure is at ca. 1.1 Torr·s."
paper1505,reaction_conditions,reaction_conditions.intermediate_species[1],surface hydroxyls,"Figure 5a shows that 2 undergoes self-limiting reactions with the surface prepared by H2S. The saturation of growth rate by 2 starts when its exposure is at ca. 1.8 Torr·s.
Figure 5b shows that H2S also undergoes self-limiting reactions with the surface prepared by 2 whose exposure is fixed at 2.2 Torr·s. The saturation of growth rate by H2S starts when its exposure is at ca. 1.1 Torr·s."
paper1505,reaction_conditions,reaction_conditions.intermediate_species[2],formate species,"Figure 5a shows that 2 undergoes self-limiting reactions with the surface prepared by H2S. The saturation of growth rate by 2 starts when its exposure is at ca. 1.8 Torr·s.
Figure 5b shows that H2S also undergoes self-limiting reactions with the surface prepared by 2 whose exposure is fixed at 2.2 Torr·s. The saturation of growth rate by H2S starts when its exposure is at ca. 1.1 Torr·s."
paper1505,characterization,characterization.characterization_methods[0],X-ray Photoelectron Spectroscopy (XPS),The structures of compounds 2 and 3 were determined by X-ray structure determination using Mo K α radiation.
paper1505,characterization,characterization.characterization_methods[2],Ellipsometry,The structures of compounds 2 and 3 were determined by X-ray structure determination using Mo K α radiation.
paper1505,characterization,characterization.characterization_methods[3],X-Ray Reflectometry (XRR),The structures of compounds 2 and 3 were determined by X-ray structure determination using Mo K α radiation.
paper1505,characterization,characterization.characterization_methods[4],Atomic Force Microscopy (AFM),The structures of compounds 2 and 3 were determined by X-ray structure determination using Mo K α radiation.
paper1505,characterization,characterization.characterization_methods[5],Profilometry,The structures of compounds 2 and 3 were determined by X-ray structure determination using Mo K α radiation.
paper1506,summary,summary.summary,"The paper describes the low-temperature thermal Atomic Layer Deposition (ALD) of copper films using borane dimethylamine as the reducing co-reagent. The two-step process demonstrates self-limited ALD growth at 150°C, while the three-step process shows high purity and low resistivity Cu films within an ALD window of 135-165°C on Pd and Pt substrates.","The atomic layer deposition (ALD) of Cu metal ñlms was carried out by a two-step process with Cu(OCHMeCH2NMe2)2 and BH3(NHMe2) on Ru substrates... The three-step process employing Cu(OCHMeCH2NMe2)2, formic acid, and BH3(NHMe2) on Pd and Pt substrates showed high purity, low resistivity Cu films within ALD windows of 135-160°C."
paper1506,reaction_conditions,reaction_conditions.surface_mechanism_description,The authors propose that the catalytic nature of the substrates likely plays a critical role in the depositions using BH3(NHMe2).,"The Cu(II) ion (E° = 0.3419 V) is much more easily reduced than the Ni(II), Co(II), Fe(II), and Cr(II) ions, and BH3(NHMe2) may be able to reduce the Cu(II) ion directly without activation by the Ru surface."
paper1506,substrate_info,substrate_info.pretreatment,RCA cleaning,"The nucleation sequence leads to separated nanoparticles, with diameters ranging from about 10 to 90 nm."
paper1507,summary,summary.summary,A stable and chemically reliable ALD process for single-phase p-type SnO films with negligible impurity levels is presented.,The authors successfully developed an ALD process for single-phase SnO films using (1-dimethyamino-2-methyl-2propoxy)tin(II) precursor and H2O at low deposition temperatures of 90-210 °C.
paper1507,target_material,target_material.target_material.material_name,Tin(II) oxide,"The SnO ALD process was conducted at low temperatures ranging between 90 and 210 °C, which is compatible with conventional organic and ﬂexible substrates."
paper1507,deposition_conditions,deposition_conditions.reactor_type,Showerhead,The Sn precursor was heated at 70 °C for suﬃcient vapor pressure and an Ar carrier gas ﬂow of 100 sccm was introduced into the canister for source delivery.
paper1507,reaction_conditions,reaction_conditions.surface_mechanism_description,Ligand exchange between TMA and surface hydroxyl groups followed by water pulse to regenerate OH sites.,"Although in situ analysis on the reaction mechanism was not covered in this study, the suggested mechanism is plausible when considering the author's previous report on the reaction mechanism of NiO ALD using Ni(dmamp)2 and H2O, where the release of dmampH was clearly observed."
paper1507,substrate_info,substrate_info.substrate_material,Silicon,300 nm thick thermal SiO 2 on Si was used as a substrate.
paper1507,substrate_info,substrate_info.pretreatment,RCA cleaning,300 nm thick thermal SiO 2 on Si was used as a substrate.
paper1507,characterization,characterization.characterization_methods[0],X-ray Photoelectron Spectroscopy (XPS),"To conﬁrm the self-limiting growth characteristic of ALD, the variation in the area density of Sn ( “the loading amount of Sn”) was measured by X-ray ﬂuorescence (XRF) as a function of Sn precursor and H2O pulse lengths at the substrate temperature of 150 °C..."
paper1507,characterization,characterization.characterization_methods[2],Ellipsometry,"To conﬁrm the self-limiting growth characteristic of ALD, the variation in the area density of Sn ( “the loading amount of Sn”) was measured by X-ray ﬂuorescence (XRF) as a function of Sn precursor and H2O pulse lengths at the substrate temperature of 150 °C..."
paper1508,summary,summary.summary,"The study presents the growth of Ru and RuO2 thin films using a novel zerovalent (1,5-hexadiene)(1-isopropyl-4-methylbenzene)Ru complex and O2 as the Ru precursor and oxidant, respectively. The self-limiting growth mode for the Ru and RuO2 ALD processes was achieved while varying the Ru precursor and O2 feeding time.","The authors synthesized a novel zerovalent (1,5-hexadiene)(1-isopropyl-4-methylbenzene)Ru complex and demonstrated ALD processes for Ru and RuO2 in the temperature range of 180-350°C."
paper1508,target_material,target_material.target_material.material_name,Ruthenium(II) oxide,The RuO2 film was grown at a low temperature of 200 °C and showed a GPC of 0.15 nm/cycle with a resistivity of ∼270 μΩ·cm.
paper1508,precursor_coreactant,precursor_coreactant.purge_gas[0],N2,"The Ru precursor was employed as the Ru source and oxidant, respectively."
paper1508,precursor_coreactant,precursor_coreactant.carrier_gas[0],N2,"The Ru precursor was employed as the Ru source and oxidant, respectively."
paper1508,deposition_conditions,deposition_conditions.reactor_type,F-120,"Ru and RuO 2 films were grown by A L Di na6 - i n. s c a l es h o w e rh e dt y p ec h a m b e r( A T O M I C PREMIUM, CN-1) at reactor temperatures ranging from 180 to 350 °C."
paper1508,substrate_info,substrate_info.pretreatment,RCA cleaning,"The self-limiting growth mode for the Ru and RuO 2 ALD processes was achieved while varying the Ru precursor and O 2 feeding time. Metallic Ru films were deposited at growth temperatures of 230 −350 °C, while the temperature window for the growth of the RuO 2 film was limited to <230 °C."
paper1508,characterization,characterization.characterization_methods[4],Ellipsometry,"The surface reaction chemistry for Ru/RuO2 ALD was investigated using QMS by in situ sampling of the byproduct gases produced during the deposition processes. The QMS chamber was connected to the ALD pumping line, which enables quantitative and qualitative analysis of the byproducts with a mass to charge ratio (m/z) range of 1 to 200."
paper1509,summary,summary.process_type,PEALD (Plasma-Enhanced Atomic Layer Deposition),"Figure 7 shows the growth per cycle as a function of the deposition temperature for two sequences: (a) [3 s TMP plasma - 3s O2 plasma - 3 s TMA] and (b) [10 s TMP plasma - 3s O2 plasma - 3 s TMA]. Inset shows growth curves measured by in situ ellipsometry for curve (a), showing linear growth (similar for curve (b)). Numbers shown in gray represent the P/Al ratios of certain samples determined from XPS analysis."
paper1509,summary,summary.temperature_range,50-320°C,"Figure 7 shows the growth per cycle as a function of the deposition temperature for two sequences: (a) [3 s TMP plasma - 3s O2 plasma - 3 s TMA] and (b) [10 s TMP plasma - 3s O2 plasma - 3 s TMA]. Inset shows growth curves measured by in situ ellipsometry for curve (a), showing linear growth (similar for curve (b)). Numbers shown in gray represent the P/Al ratios of certain samples determined from XPS analysis."
paper1509,summary,summary.summary,"The study demonstrates the layer-by-layer growth of aluminum phosphate by exploiting the polymerization properties of an inductively coupled trimethyl phosphate plasma. The process involves a three-step sequence: TMP plasma, O2 plasma, and TMA exposure. At low temperatures, the growth per cycle and P/Al ratio increase with the TMP plasma duration, while at high temperatures, they saturate. The resulting films consist of slightly phosphorus-rich aluminum pyrophosphate and can be crystallized to triclinic AlPO4 (tridymite) by annealing above 900°C.","Figure 7 shows the growth per cycle as a function of the deposition temperature for two sequences: (a) [3 s TMP plasma - 3s O2 plasma - 3 s TMA] and (b) [10 s TMP plasma - 3s O2 plasma - 3 s TMA]. Inset shows growth curves measured by in situ ellipsometry for curve (a), showing linear growth (similar for curve (b)). Numbers shown in gray represent the P/Al ratios of certain samples determined from XPS analysis."
paper1509,precursor_coreactant,precursor_coreactant.precursors[0],TMA (Trimethylaluminum),"The TMP precursor is used in a novel way: the vapor is brought into an inductively coupled plasma (ICP) discharge, and a TMP plasma is created."
paper1509,precursor_coreactant,precursor_coreactant.precursors[1],TMP (Trimethyl phosphate),"The TMP precursor is used in a novel way: the vapor is brought into an inductively coupled plasma (ICP) discharge, and a TMP plasma is created."
paper1509,precursor_coreactant,precursor_coreactant.coreactants[0],O2 (Oxygen plasma),"The TMP precursor is used in a novel way: the vapor is brought into an inductively coupled plasma (ICP) discharge, and a TMP plasma is created."
paper1509,precursor_coreactant,precursor_coreactant.coreactants[2],NH3 plasma,"The TMP precursor is used in a novel way: the vapor is brought into an inductively coupled plasma (ICP) discharge, and a TMP plasma is created."
paper1509,deposition_conditions,deposition_conditions.reactor_type,Showerhead,"The TMP plasma pulse durations were set to 3 s for curve (a) and 10 s for curve (b), while the O2 plasma pulse and TMA pulse durations were fixed to 3 s each in both cases."
paper1509,reaction_conditions,reaction_conditions.surface_mechanism_description,"The surface organophosphate layer is grown through plasma polymerization of the TMP precursor, followed by exposure to O2 plasma and TMA pulses. The TMP plasma induces the in situ synthesis of a suitable phosphorus precursor on the substrate surface.","The formation of hydrogen gas in the plasma by the release of hydrogen from C-H bonds, witnessed by mass spectrometry and OES, and as frequently encountered in the plasma polymerization of hydrocarbons."
paper1509,reaction_conditions,reaction_conditions.intermediate_species[0],monomethyl aluminum,"The formation of hydrogen gas in the plasma by the release of hydrogen from C-H bonds, witnessed by mass spectrometry and OES, and as frequently encountered in the plasma polymerization of hydrocarbons."
paper1509,reaction_conditions,reaction_conditions.intermediate_species[1],surface hydroxyls,"The formation of hydrogen gas in the plasma by the release of hydrogen from C-H bonds, witnessed by mass spectrometry and OES, and as frequently encountered in the plasma polymerization of hydrocarbons."
paper1509,reaction_conditions,reaction_conditions.intermediate_species[2],formate species,"The formation of hydrogen gas in the plasma by the release of hydrogen from C-H bonds, witnessed by mass spectrometry and OES, and as frequently encountered in the plasma polymerization of hydrocarbons."
paper1509,characterization,characterization.characterization_methods[4],X-ray reflectivity (XRR),"Figure 1. Schematic drawing of the deposition system used in this work, along with the in situ characterization options.
Figure 3. Mass spectra of TMP vapor (upper graph) and TMP plasma (lower graph) between 1 amu and 150 amu.
Figure 4. Growth per cycle as a function of the deposition temperature for sequences consisting of 3 and 10 s TMP plasma pulses.
Figure 5. In situ FTIR analysis during TMP plasma polymerization at a substrate temperature of 150 °C, along with the absorption spectrum of TMP vapor.
Figure 6. Energy-dispersive X-ray (EDX) spectroscopy of phosphate films grown on silicon substrates by TMP plasma polymerization at 150 °C.
Figure 7. Growth per cycle as a function of the deposition temperature for two sequences: (a) [3 s TMP plasma −3sO2 plasma−3 s TMA] and (b) [10 s TMP plasma −3sO2 plasma−3 s TMA].
Figure 8. Growth per cycle of the [TMP plasma −O2 plasma−TMA] process, as a function of the TMA pulse duration.
Figure 9. Multiple ion detection mass spectrometry during five different variations on the [TMP plasma −O2 plasma−TMA] process and one standard [TMA −H2O] process for reference purposes.
Figure 10. Multiple ion detection mass spectrometry of the [TMP plasma −O2 plasma−TMA] process, monitoring additional species.
Figure 11. In situ infrared spectroscopy during the [TMP plasma −O2 plasma−TMA] process at 150 °C.
Figure 12. Schematic overview of the aluminum phosphate deposition process studied in this work, and the proposed chemical mechanism behind it.
Figure 13. XPS survey spectrum of an 18.5 nm aluminum phosphate film grown at 320 °C for 50 cycles, indicating the presence of aluminum, oxygen, and phosphorus throughout the film, while carbon is only present on the surface.
Figure 14. In situ XRD measurement of the aluminum phosphate film while applying a linear temperature ramp from room temperature to 1050 °C/min in a helium atmosphere.
Figure 15. XRD patterns measured at room temperature before and after annealing for the same aluminum phosphate film as in Figure 14."
paper151,summary,summary.process_type,Thermal Atomic Layer Deposition (ALD),"The growth rate of LaF3 films on silicon was proven to be self-limiting at 250°18C by varying the La(thd)3 pulse time, whereas the TiF4 pulse length was constant at 1.0 s and the purge times at 0.5 s."
paper151,summary,summary.summary,A thermal ALD process is developed for depositing lanthanum fluoride thin films. The process uses La(thd)3 and TiF4 as precursors and achieves exceptionally high growth rates of about 5 A° per cycle at lower temperatures.,"The growth rate of LaF3 films on silicon was proven to be self-limiting at 250°18C by varying the La(thd)3 pulse time, whereas the TiF4 pulse length was constant at 1.0 s and the purge times at 0.5 s."
paper151,precursor_coreactant,precursor_coreactant.purge_gas[0],N2,
paper151,reaction_conditions,reaction_conditions.reaction_equations[0],4 La(thd)3 (g) + 3 TiF4 (g) → 4 LaF3 (s) + 3 Ti(thd)4 (g),"Similar to the our previous ﬂuoride ALD processes, the reaction scheme shown in Figure 2 is suggested. The previous TiF4 pulse has left TiFx adsorbed on the LaF3 surface (Fig. 2a), and the incoming La(thd) 3 reacts ﬁrst with them and forms solid LaF 3."
paper151,reaction_conditions,reaction_conditions.surface_mechanism_description,"The reaction scheme is suggested to proceed with the net ligand exchange reaction, where La(thd)3 reacts with TiF4 and forms solid LaF3, volatile Ti(thd)4, and other possible volatile by-products.","Similar to the our previous ﬂuoride ALD processes, the reaction scheme shown in Figure 2 is suggested. The previous TiF4 pulse has left TiFx adsorbed on the LaF3 surface (Fig. 2a), and the incoming La(thd) 3 reacts ﬁrst with them and forms solid LaF 3."
paper151,reaction_conditions,reaction_conditions.intermediate_species[0],monomethyl aluminum,"Similar to the our previous ﬂuoride ALD processes, the reaction scheme shown in Figure 2 is suggested. The previous TiF4 pulse has left TiFx adsorbed on the LaF3 surface (Fig. 2a), and the incoming La(thd) 3 reacts ﬁrst with them and forms solid LaF 3."
paper151,reaction_conditions,reaction_conditions.intermediate_species[1],surface hydroxyls,"Similar to the our previous ﬂuoride ALD processes, the reaction scheme shown in Figure 2 is suggested. The previous TiF4 pulse has left TiFx adsorbed on the LaF3 surface (Fig. 2a), and the incoming La(thd) 3 reacts ﬁrst with them and forms solid LaF 3."
paper151,reaction_conditions,reaction_conditions.intermediate_species[2],formate species,"Similar to the our previous ﬂuoride ALD processes, the reaction scheme shown in Figure 2 is suggested. The previous TiF4 pulse has left TiFx adsorbed on the LaF3 surface (Fig. 2a), and the incoming La(thd) 3 reacts ﬁrst with them and forms solid LaF 3."
paper151,substrate_info,substrate_info.pretreatment,RCA cleaning,Characteristics of LaF3 ólm ALD growth were studied on a silicon substrate.
paper151,characterization,characterization.characterization_methods[0],X-ray Photoelectron Spectroscopy (XPS),"The crystallinity of the films increased with the growth temperature. The density of the films increased with the growth temperature; from 3.3 g cm^-3 at 225 °C to 4.5 g cm^-3 at 350 °C, as measured by XRR."
paper151,characterization,characterization.characterization_methods[2],Ellipsometry,"The crystallinity of the films increased with the growth temperature. The density of the films increased with the growth temperature; from 3.3 g cm^-3 at 225 °C to 4.5 g cm^-3 at 350 °C, as measured by XRR."
paper151,characterization,characterization.characterization_methods[3],X-Ray Reflectivity (XRR),"The crystallinity of the films increased with the growth temperature. The density of the films increased with the growth temperature; from 3.3 g cm^-3 at 225 °C to 4.5 g cm^-3 at 350 °C, as measured by XRR."
paper151,characterization,characterization.characterization_methods[6],Four-point probe,"The crystallinity of the films increased with the growth temperature. The density of the films increased with the growth temperature; from 3.3 g cm^-3 at 225 °C to 4.5 g cm^-3 at 350 °C, as measured by XRR."
paper1510,summary,summary.temperature_range,"180-250 °C (thermal ALD), 160-250 °C (PE-ALD)",Figure 1a shows the GPCs of thermal ALD and PE-ALD Er2O3 films as a function of ts at Ts = 180 °C.
paper1510,summary,summary.summary,The study reports the development of Atomic Layer Deposition (ALD) processes for Rare Earth Oxides (REOs) with high hydrophobicity. The REO ALD processes were developed using newly synthesized metal organic precursors and explored their hydrophobic properties.,Figure 1a shows the GPCs of thermal ALD and PE-ALD Er2O3 films as a function of ts at Ts = 180 °C.
paper1510,target_material,target_material.target_material.material_name,Erbium oxide,"The Er and Dy precursors show typical ALD growth characteristics with no nucleation incubation, indicating that they are suitable ALD precursors."
paper1510,reaction_conditions,reaction_conditions.intermediate_species[0],monomethyl aluminum,Ligand exchange between TMA and surface hydroxyl groups followed by water pulse to regenerate OH sites.
paper1510,reaction_conditions,reaction_conditions.intermediate_species[1],surface hydroxyls,Ligand exchange between TMA and surface hydroxyl groups followed by water pulse to regenerate OH sites.
paper1510,reaction_conditions,reaction_conditions.intermediate_species[2],formate species,Ligand exchange between TMA and surface hydroxyl groups followed by water pulse to regenerate OH sites.
paper1510,substrate_info,substrate_info.pretreatment,"RCA cleaning (1:1:5 NH4OH/H2O2/H2O by volume) at 70 °C for 10 min, followed by dipping in buffered oxide etchant solution for 30 s to remove native oxide.","The substrate was cleaned in RCA solution (1:1:5 NH4OH/H2O2/H2O by volume) at 70 °C for 10 min, followed by dipping in buffered oxide etchant solution for 30 s to remove native oxide."
paper1511,summary,summary.target_material,Aluminum Fluoride (AlF3),"The Gibbs free energy change for this reaction is negative for a large temperature range, being -232 kJ/mol at 200 °C, for example."
paper1511,summary,summary.process_type,Thermal Atomic Layer Deposition (ALD),"The Gibbs free energy change for this reaction is negative for a large temperature range, being -232 kJ/mol at 200 °C, for example."
paper1511,summary,summary.summary,"A novel ALD process for depositing AlF3 thin films using a halide-halide exchange reaction with AlCl3 and TiF4 as precursors has been developed. The process allows for the deposition of high-quality AlF3 films at temperatures between 160-340 °C, with a growth rate that can be controlled by adjusting the precursor pulse lengths.","The Gibbs free energy change for this reaction is negative for a large temperature range, being -232 kJ/mol at 200 °C, for example."
paper1511,reaction_conditions,reaction_conditions.surface_mechanism_description,"The proposed mechanism involves a halide-halide exchange reaction with AlCl3 and TiF4 as precursors. The reaction leads to the deposition of AlF3 and volatile side products, such as TiCl4 and TiFxCl4-x.",The net reaction proposed in eq 1: +→ +AlCl (g) 0.75TiF (g) AlF (s) 0.75TiCl (g)34 3 4 (1)
paper1511,characterization,characterization.characterization_methods[1],X-ray Reflectance (XRR),"The films were studied by UV–vis spectroscopy, field emission scanning electron microscopy, X-ray diffraction, X-ray reflectance, atomic force microscopy, time-of-ﬂight elastic recoil detection analysis (ToF-ERDA), energy dispersive X-ray spectroscopy, and X-ray photoelectron spectroscopy."
paper1512,summary,summary.temperature_range,25°C to 45°C,The optimized two-stage ALD process significantly improved the surface morphology of AlOx layers and effectively protected the structural integrities of underlying SAMs.
paper1512,summary,summary.summary,"A two-stage atomic layer deposition (ALD) process was developed to deposit aluminum oxide (AlOx) on strong hydrophobic alkanethiolate self-assembled monolayers (SAMs). The first stage used n-propanol as the oxygen source, and the second stage proceeded with water. The resulting AlOx layers showed improved surface morphologies and maintained structural integrities of the underlying SAMs.",The optimized two-stage ALD process significantly improved the surface morphology of AlOx layers and effectively protected the structural integrities of underlying SAMs.
paper1512,precursor_coreactant,precursor_coreactant.coreactants[1],N2,"The two-stage ALD process for AlO x with Rc ∼ 0.2 produced superior results on strong hydrophobic CH3-SAM surfaces in terms of resulting surface morphologies of the AlOx and structural integrities of the underlying CH3-SAMs, showing marked contrast to conventional ALD processes that use water as a sole oxygen source on strong hydrophobic surfaces."
paper1512,precursor_coreactant,precursor_coreactant.purge_gas[0],N2,"The two-stage ALD process for AlO x with Rc ∼ 0.2 produced superior results on strong hydrophobic CH3-SAM surfaces in terms of resulting surface morphologies of the AlOx and structural integrities of the underlying CH3-SAMs, showing marked contrast to conventional ALD processes that use water as a sole oxygen source on strong hydrophobic surfaces."
paper1512,precursor_coreactant,precursor_coreactant.carrier_gas[0],N2,"The two-stage ALD process for AlO x with Rc ∼ 0.2 produced superior results on strong hydrophobic CH3-SAM surfaces in terms of resulting surface morphologies of the AlOx and structural integrities of the underlying CH3-SAMs, showing marked contrast to conventional ALD processes that use water as a sole oxygen source on strong hydrophobic surfaces."
paper1512,deposition_conditions,deposition_conditions.reactor_type,Spatial ALD,"The samples used in this study were prepared as follows. A gold film with an atomically smooth surface was first prepared by template stripping (TS-gold) on a glass substrate. Subsequently, the gold film was covered by a SAM of CH3-terminated alkanethiolate (CH3-(CH2)17-SH) to obtain a strong hydrophobic surface on which an AlOx layer was deposited by ALD."
paper1512,reaction_conditions,reaction_conditions.surface_mechanism_description,Ligand exchange between TMA and surface hydroxyl groups followed by water pulse to regenerate OH sites.,No explicit chemical equations or reaction mechanisms are provided in the text.
paper1513,summary,summary.temperature_range,165-225°C,The growth rate of IrO2 on soda lime glass as a function of the Ir(acac)3 pulse length shows a constant growth rate of about 0.4  /cycle with 0.5 s and longer Ir(acac)3 pulse lengths.
paper1513,summary,summary.summary,"The study investigates the Atomic Layer Deposition (ALD) of iridium oxide thin films using Ir(acac)3 and ozone as precursors. The results show that good saturation with respect to both precursors is achieved, and the film thickness depends linearly on the number of deposition cycles applied. The films have almost stoichiometric composition due to the crystalline IrO2 phase.",The growth rate of IrO2 on soda lime glass as a function of the Ir(acac)3 pulse length shows a constant growth rate of about 0.4  /cycle with 0.5 s and longer Ir(acac)3 pulse lengths.
paper1513,deposition_conditions,deposition_conditions.deposition_temperature_C,165-225,Iridium oxide thin ò films were grown with atomic layer deposition (ALD) from Ir(acac)3 and ozone between 165 and 200 °C.
paper1513,reaction_conditions,reaction_conditions.surface_mechanism_description,The reaction between the metal precursor and adsorbed oxygen atoms producing a metallic film.,"During the noble metal precursor pulse a reaction takes place between the metal precursor and adsorbed oxygen atoms producing a metallic film. Each process requires a certain threshold temperature to proceed, being governed most likely by the dissociative chemisorption of O2."
paper1513,substrate_info,substrate_info.pretreatment,RCA cleaning,The thin films were grown on 5 · 5 cm² silicon (111) and soda lime glass substrates.
paper1513,film_properties,film_properties.crystal_phase,Polycrystalline,The film thickness seems to depend linearly on the number of the deposition cycles (Figure 3).
paper1513,characterization,characterization.characterization_methods[0],X-ray Photoelectron Spectroscopy (XPS),The film thickness was determined from X-ray reﬂectivity (XRR) patterns measured with the above-mentioned Bruker diffractometer and from energy-dispersive X-ray spectroscopy (EDX) patterns.
paper1513,characterization,characterization.characterization_methods[2],Ellipsometry,The film thickness was determined from X-ray reﬂectivity (XRR) patterns measured with the above-mentioned Bruker diffractometer and from energy-dispersive X-ray spectroscopy (EDX) patterns.
paper1513,characterization,characterization.characterization_methods[3],XRR (X-ray Reflectivity),The film thickness was determined from X-ray reﬂectivity (XRR) patterns measured with the above-mentioned Bruker diffractometer and from energy-dispersive X-ray spectroscopy (EDX) patterns.
paper1513,characterization,characterization.characterization_methods[5],Sheet resistance measurement,The film thickness was determined from X-ray reﬂectivity (XRR) patterns measured with the above-mentioned Bruker diffractometer and from energy-dispersive X-ray spectroscopy (EDX) patterns.
paper1514,summary,summary.temperature_range,50-550°C,
paper1514,summary,summary.summary,"The study demonstrates the use of Atomic Layer Deposition (ALD) to deposit platinum thin films as an electrode/catalyst layer for solid oxide fuel cells. The ALD-deposited platinum films show improved performance compared to dc-sputtered counterparts, with comparable peak power densities achieved at lower platinum loadings.",
paper1514,reaction_conditions,reaction_conditions.surface_mechanism_description,The surface reaction mechanism involves ligand exchange between TMA and surface hydroxyl groups followed by water pulse to regenerate OH sites.,The study suggests the potential to achieve improved performance and/or lower loadings using ALD for catalysts in fuel cells.
paper1514,substrate_info,substrate_info.pretreatment,Piranha etch,"The Si substrates were cut from Si(100) wafers purchased from SiTech, Inc. (p-type with boron dopant; resistivity of 1.0-10.0 Ω · cm) and cleaned by a standard piranha process, resulting in a chemical oxide-coated silicon substrate."
paper1514,characterization,characterization.characterization_methods[6],Scanning Electron Microscopy (SEM),"The study employed X-ray Photoelectron Spectroscopy (XPS) to investigate the film composition, and Atomic Force Microscopy (AFM) to determine the Pt film morphology. Ellipsometry was used to measure the thickness of films less than 5 nm, while X-Ray Reflectometry (XRR) was used for thicker films. Four-point probe measurement was used to determine the resistivity of the ALD-deposited Pt films."
paper1515,summary,summary.temperature_range,70-500 °C,The XRD patterns of the as-deposited titania on the PVP ES-fibers by applying 1000 cycles of ALD and their calcined titania tubes show that the calcination leads to a blue shift of the onset of transmittance.
paper1515,summary,summary.summary,"The study demonstrates an effective strategy for fabricating long and uniform TiO2 submicrotubes with a precisely controlled wall thickness on the nanometer scale using ALD. The as-deposited TiO2 layers were amorphous, but after calcination at 500 °C, they developed into polycrystalline nanostructured pure anatase TiO2 tubes.",The XRD patterns of the as-deposited titania on the PVP ES-fibers by applying 1000 cycles of ALD and their calcined titania tubes show that the calcination leads to a blue shift of the onset of transmittance.
paper1515,reaction_conditions,reaction_conditions.surface_mechanism_description,The surface reaction mechanism involves ligand exchange between TMA and surface hydroxyl groups followed by water pulse to regenerate OH sites.,The chemical reactions in ALD process strongly depend on the speciﬁc reactive functional groups present on the surface prior to the deposition.
paper1515,substrate_info,substrate_info.pretreatment,Evacuated at 1 × 10^−1 Torr at 35 °C for 2 h to remove remaining loosely bound water from the template.,"The predried ES-ﬁber mats as templates were transferred into an ALD chamber (Savannah 100, Cambridge Nanotechnology Inc.) and evacuated at 1 × 10^−1 Torr at 35 °C for 2 h in order to remove remaining loosely bound water from the template."
